Period,?깅줉Period,援щ텇,SO_ID,Customer name,Customer PO,Item name,OS name,Expected delivery date,AX Period,AX Project number,Sector,Business registration number,Industry code,Value_Start_qty,Value_Input_qty,Value_Output_qty,Value_Variance_qty,Value_Ending_qty,Value_Start_amount,Value_Input_amount,Value_Output_amount,Value_Variance_amount,Value_Ending_amount
Mar-26,Feb-26,?댁쇅,SOO-2026-0061,MRC Global(New Zealand) Ltd.,4000451730,SA009 24VAC/DC 14SQ 45DEG,SA,2026-04-03 0:00,,,CPI,C-0054,,1,0,0,0,1,246951.591,0,0,0,246951.591
Mar-26,Mar-26,?댁쇅,SOO-2026-0062,ASC ENGINEERED SOLUTIONS,2041097,ABZ ABZ 15-19 ISO SLUG w/14 MM STAR,Electric Spares,2026-05-19 0:00,,,CPI,C-0001,,0,150,0,0,150,0,5138001.829,0,0,5138001.829
Mar-26,Mar-26,?댁쇅,SOO-2026-0062,ASC ENGINEERED SOLUTIONS,2041097,ABZ 100-B 120V ON/OFF W/ ALS,Noah NA,2026-05-19 0:00,,,CPI,C-0001,,0,315,0,0,315,0,218165623.4,0,0,218165623.4
Mar-26,Mar-26,?댁쇅,SOO-2026-0062,ASC ENGINEERED SOLUTIONS,2041097,ABZ 005L-ALS 120V ON/OFF,SA,2026-05-19 0:00,,,CPI,C-0001,,0,115,0,0,115,0,26662447.35,0,0,26662447.35
Mar-26,Mar-26,?댁쇅,SOO-2026-0062,ASC ENGINEERED SOLUTIONS,2041097,ABZ E860SR EXP ATEX N7 120V SR ELECTRIC ACT. W/ALS - FAIL CLOSE,SR,2026-05-19 0:00,,,CPI,C-0001,,0,22,0,0,22,0,83532634.68,0,0,83532634.68
Mar-26,Mar-26,?댁쇅,SOO-2026-0063,MRC Global(New Zealand) Ltd.,4700069770,NA-06 24VDC SINGLE PHASE 17SQ/45DEG,Noah NA,2026-05-06 0:00,,Holding,CPI,C-0054,,0,17,0,0,17,0,9682279.002,0,0,9682279.002
Mar-26,Mar-26,?댁쇅,SOO-2026-0063,MRC Global(New Zealand) Ltd.,4700069770,SA-03 24VDC SINGLE PHASE 11SQ/45DEG,SA,2026-05-06 0:00,,Holding,CPI,C-0054,,0,140,0,0,140,0,29322290.99,0,0,29322290.99
Mar-26,Mar-26,?댁쇅,SOO-2026-0063,MRC Global(New Zealand) Ltd.,4700069770,YTC LIMIT SWITCH BOX SK100 YT-850 M-4-1-1 MECHANICAL IP67 2SPDT M20 30*80.H20,YTC,2026-05-06 0:00,,Holding,CPI,C-0054,,0,60,0,0,60,0,3510967.917,0,0,3510967.917
Mar-26,Mar-26,?댁쇅,SOO-2026-0064,MRC Global(Netherland) BV(MRC NL),4000452261,NA015 PCU 230VAC 17STAR,Noah NA,2026-04-30 0:00,,,OG,C-0053,,0,1,0,0,1,0,856255.5704,0,0,856255.5704
Mar-26,Mar-26,?댁쇅,SOO-2026-0065,SECTORIEL,88052,CI NA-PCU 230V,Electric Spares,2026-05-15 0:00,,,CPI,C-0079,,0,2,0,0,2,0,289913.3034,0,0,289913.3034
Mar-26,Mar-26,?댁쇅,SOO-2026-0065,SECTORIEL,88052,NA09 90Nm 17s. 230V50HZ,Noah NA,2026-05-15 0:00,,,CPI,C-0079,,0,128,0,0,128,0,88109372.41,0,0,88109372.41
Mar-26,Mar-26,?댁쇅,SOO-2026-0065,SECTORIEL,88052,SA03 30Nm 12s. 230V50HZ,SA,2026-05-15 0:00,,,CPI,C-0079,,0,251,0,0,251,0,54557638.39,0,0,54557638.39
Mar-26,Mar-26,?댁쇅,SOO-2026-0065,SECTORIEL,88052,SR03 230V50HZ RA.RESSORT PCU,SR,2026-05-15 0:00,,,CPI,C-0079,,0,12,0,0,12,0,24317658.2,0,0,24317658.2
Mar-26,Mar-26,?댁쇅,SOO-2026-0066,WATERGATES GMBH,WGDBS2601551,NA015 230VAC ALS 17SQ,Noah NA,2026-05-15 0:00,,,CPI,C-0095,,0,35,0,0,35,0,17285237.94,0,0,17285237.94
Mar-26,Mar-26,?댁쇅,SOO-2026-0067,ACRODYNE,4114859,"NA006 Actuator, 60Nm, 17 secs, 240VAC, ALS, PCU, F07, IP67",Noah NA,2026-04-30 0:00,,,WAPO,C-0003,,0,1,0,0,1,0,903450.7593,0,0,903450.7593
